SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Return_%,Avg_Trades,BTC_Ret,ETH_Ret,SOL_Ret
True,True,False,False,True,False,False,40,60,-17.838140646742307,11.833333333333334,-24.996257123666076,4.113743408034476,-32.63190822459532
False,False,True,False,False,False,False,30,70,-18.020426054167313,8.666666666666666,-15.641409950357954,-14.381753433612532,-24.03811477853145
True,True,True,False,False,False,False,20,80,-18.112288566855636,2.1666666666666665,-15.337728497200887,-21.790203592596413,-17.208933610769606
True,False,True,False,False,False,False,30,70,-18.822468948958722,8.333333333333334,-15.641409950357954,-14.55903806696397,-26.266958829554245
True,True,True,False,False,True,False,30,70,-18.828387333192655,0.3333333333333333,0.0,-19.778024815872886,-36.707137183705086
True,True,False,False,True,False,False,20,80,-19.439546528819392,1.0,-10.600373479190461,-8.135615593147794,-39.58265051411992
False,False,True,False,True,False,True,30,70,-19.632087085210337,1.5,-33.95898523303197,-33.767155630492255,8.82987960789321
False,False,True,False,False,False,False,40,60,-19.70798191313102,10.666666666666666,-15.534851113119696,-18.817839921953528,-24.771254704319833
False,True,True,False,False,True,True,30,70,-19.78626079667273,0.0,0.0,-59.35878239001819,0.0
False,False,False,False,True,True,False,40,60,-19.803842989108034,5.166666666666667,-27.91123022822929,-24.41642369424998,-7.083875044844834
True,False,False,False,True,True,False,30,70,-20.108144080708815,0.0,0.0,-19.778024815872886,-40.54640742625356
True,True,False,False,True,True,False,30,70,-20.108144080708815,0.0,0.0,-19.778024815872886,-40.54640742625356
True,True,True,False,True,True,False,30,70,-20.108144080708815,0.0,0.0,-19.778024815872886,-40.54640742625356
True,False,True,False,True,True,False,30,70,-20.108144080708815,0.0,0.0,-19.778024815872886,-40.54640742625356
True,True,True,False,True,False,True,30,70,-20.12882779931675,0.3333333333333333,-31.50209942937109,-28.88438396857915,0.0
False,True,True,False,True,False,True,30,70,-20.19693318022112,0.6666666666666666,-33.95898523303197,-26.631814307631384,0.0
False,False,True,False,True,False,False,30,70,-20.70243321694075,4.333333333333333,-49.7759561533683,-1.3264593323414564,-11.004884165112493
True,True,False,False,False,True,True,40,60,-20.76011072738547,1.3333333333333333,-27.80444994169614,4.819930598744859,-39.29581283920513
False,True,True,False,False,False,True,30,70,-20.827194606751167,3.3333333333333335,-3.6796837701685514,-27.469703281210624,-31.332196768874333
True,False,False,False,False,True,True,40,60,-21.124699476961343,1.3333333333333333,-28.898216190423764,4.819930598744859,-39.29581283920513
True,True,False,False,False,False,False,20,80,-21.12596386542953,6.333333333333333,-30.212903619816743,-11.705554197163314,-21.459433779308522
False,False,False,False,False,False,False,20,80,-21.452343275090413,76.5,-7.3215995521288875,-37.901578388315315,-19.133851884827035
False,True,False,False,False,True,False,30,70,-21.55026339150243,8.0,-28.29214670832736,-41.05576110586918,4.697117639689252
False,False,False,False,True,False,True,30,70,-21.603779926963977,3.6666666666666665,-30.13782628236934,13.746803652621775,-48.42031715114437
True,False,True,False,True,False,True,30,70,-21.63586287487788,0.8333333333333334,-31.50209942937109,-35.80065413365306,2.395164938390515
True,False,False,False,True,False,True,40,60,-21.71328773960319,4.333333333333333,-16.053099970307805,-22.290170601418836,-26.796592647082928
True,False,False,True,False,False,True,20,80,-21.860348231669366,1.3333333333333333,-11.850158102518805,-31.503987463152296,-22.226899129336996
True,True,True,False,True,False,False,40,60,-22.158950900482285,5.166666666666667,-38.82894630661576,-0.7601170398233492,-26.88778935500774
True,False,True,False,False,False,False,40,60,-22.316301198436094,9.333333333333334,-15.534851113119696,-23.581328034042837,-27.83272444814575
False,True,False,False,True,False,False,20,80,-22.66417436588272,1.6666666666666667,-14.576746067717472,8.496101638589138,-61.911878668519826
True,False,True,False,False,False,True,40,60,-22.720782335992276,4.833333333333333,-11.9486383856535,-39.33566553229861,-16.87804309002472
True,False,True,False,True,False,False,30,70,-23.014713791652643,4.0,-55.33257946743646,-2.0705636240083924,-11.64099828351307
False,True,True,False,False,True,False,40,60,-23.1592919489208,3.3333333333333335,-26.649886139781298,-38.162073683256295,-4.665916023724803
False,False,False,False,False,True,False,20,80,-23.290390617014875,2.3333333333333335,-26.744264930046903,10.54137334991989,-53.66828027091761
False,True,True,False,False,False,False,40,60,-23.400353194074434,8.333333333333334,-25.72588513076286,-8.360930219525098,-36.114244231935345
True,False,True,False,False,False,False,20,80,-23.90147619565107,6.5,-7.8509742883764,-34.4377108311313,-29.41574346744551
False,True,False,False,True,False,True,30,70,-24.170081613994217,3.0,-33.95898523303197,13.506242684368441,-52.057502293319125
True,True,True,False,False,True,False,40,60,-24.275801793440056,1.5,-7.176711001354352,-28.943557195260727,-36.707137183705086
False,False,True,False,False,True,False,40,60,-24.4129905583742,4.333333333333333,-27.55898446339714,-41.09346078935771,-4.586526422367754
False,True,False,False,False,True,False,40,60,-24.466777388761454,13.5,-18.59869768076855,-55.18173950037594,0.3801050148601215
False,True,False,False,True,True,False,40,60,-24.663780789539143,4.833333333333333,-31.06147054540206,-24.41642369424998,-18.513448128965393
True,False,False,False,False,False,False,30,70,-24.69678977295412,19.666666666666668,-18.614610622353155,-18.191144867863784,-37.28461382864542
True,False,True,False,True,False,False,40,60,-24.752198569778784,7.0,-42.66331098310553,-1.326564037170852,-30.26672068905998
True,False,True,False,False,True,False,40,60,-24.82127990165439,1.6666666666666667,-6.663700863944633,-31.093001657313447,-36.707137183705086
False,False,False,False,True,False,False,30,70,-24.885976591579155,15.5,-32.65888389175122,-13.169620100233859,-28.82942578275238
True,True,False,False,False,True,False,30,70,-25.089984387755177,0.8333333333333334,-2.5314178447518487,-19.778024815872886,-52.96051050264079
True,False,False,False,False,False,False,40,60,-25.304382095362914,22.333333333333332,-17.15002849989228,-21.798241020675057,-36.9648767655214
True,True,True,False,False,False,True,30,70,-25.454044413685484,2.0,-3.6796837701685514,-28.49630267483295,-44.18614679605495
False,False,False,False,True,True,False,30,70,-25.962274030131212,1.5,-15.39806849347054,-30.281503563297207,-32.20725003362589
False,False,True,False,False,False,True,20,80,-26.251457482723822,3.6666666666666665,-25.22179900347672,-26.317617944405846,-27.214955500288895
False,False,True,False,False,True,False,30,70,-26.273280482039457,2.3333333333333335,-13.222943525790388,-61.01037149796022,-4.586526422367754
False,False,True,False,False,False,True,40,60,-26.373597345942677,5.833333333333333,-11.9486383856535,-43.549381469291795,-23.622772182882745
True,False,False,False,True,False,False,40,60,-26.383104195596918,15.833333333333334,-21.13846368757838,-26.734187809278687,-31.27666108993369
True,True,True,False,False,False,False,40,60,-26.655099613219974,8.0,-25.72588513076286,-15.226302887025156,-39.0131108218719
False,False,False,False,False,False,False,30,70,-26.787049023365284,123.83333333333333,-36.134746548795604,-24.186304539752967,-20.040095981547278
True,False,False,False,False,False,False,20,80,-26.798670912256465,14.833333333333334,4.764655160127096,-51.282612119284245,-33.878055777612246
True,True,False,False,True,True,False,40,60,-27.003433348453125,1.5,-9.794757757295503,-32.3413921889263,-38.87415009913758
True,False,False,False,True,True,False,40,60,-27.003433348453125,1.5,-9.794757757295503,-32.3413921889263,-38.87415009913758
True,False,False,False,False,False,True,20,80,-27.023364360735364,5.666666666666667,-19.377509629264445,-27.85881643827981,-33.833767014661845
False,False,True,False,False,False,True,30,70,-27.118147055985435,4.666666666666667,-11.904533430014352,-28.069811681708888,-41.380096056233064
True,False,True,False,False,False,True,30,70,-27.13408114960682,4.0,-11.904533430014352,-33.29422723920024,-36.203482779605864
False,True,True,False,False,False,True,40,60,-27.21721803070159,5.166666666666667,-13.883117833121384,-37.88319684875437,-29.885339410229015
True,True,True,False,False,False,True,40,60,-27.7816381418507,3.1666666666666665,-13.197487934705732,-28.511119400893314,-41.636307089953064
False,False,True,False,True,True,False,30,70,-27.926712622816556,0.5,-23.45570562632322,-19.778024815872886,-40.54640742625356
True,False,False,False,True,False,False,30,70,-27.987624653051896,8.666666666666666,-51.24512023186529,-5.545493894788445,-27.172259832501954
False,True,True,False,True,False,False,30,70,-28.341025680466764,3.0,-36.52877822802082,4.181108008546697,-52.675406821926174
False,True,True,False,True,True,False,30,70,-28.52007215319739,0.5,-25.235784217465717,-19.778024815872886,-40.54640742625356
False,True,True,False,False,False,False,20,80,-28.547569547059616,4.333333333333333,-25.329350963029505,-27.64223096563758,-32.67112671251176
True,False,False,False,True,False,False,20,80,-28.660217510039843,2.0,-35.14943172062917,-8.783587717848595,-42.04763309164177
False,True,True,False,False,False,True,20,80,-28.673389664508576,2.0,-13.36836596029427,-31.7007266456393,-40.95107638759215
False,True,False,False,False,True,False,20,80,-28.823075992522114,1.5,-26.744264930046903,-17.23222164182101,-42.49274140569843
False,True,False,False,False,False,True,20,80,-29.263478316884715,4.666666666666667,-20.423159591334063,-3.3776691307792817,-63.98960622854081
False,False,False,False,False,True,True,40,60,-29.282270679526572,7.0,-23.53688924209574,-31.355869347150723,-32.954053449333266
False,True,True,False,False,True,False,30,70,-30.066266698448185,1.6666666666666667,-25.235784217465717,-60.297099854154034,-4.665916023724803
False,True,False,False,True,False,True,40,60,-30.400953738249527,7.0,-22.90027702745072,-24.680317841803056,-43.6222663454948
True,False,True,False,False,False,True,20,80,-30.666455133943444,3.0,-25.22179900347672,-26.251863041457046,-40.52570335689656
True,False,True,False,False,True,True,40,60,-30.703308488397766,0.6666666666666666,-28.898216190423764,-19.778024815872886,-43.43368445889666
False,False,False,False,True,False,True,40,60,-31.191515666662344,8.333333333333334,-22.90027702745072,-26.381729013209977,-44.292540959326345
False,True,False,False,True,True,False,30,70,-31.240964943312505,1.1666666666666667,-22.89498384038674,-30.281503563297207,-40.54640742625356
True,True,True,False,True,False,False,30,70,-31.383080413088933,2.0,-47.24116148755164,8.256990216652472,-55.16506996836762
True,False,True,False,False,True,False,30,70,-32.13932869111769,0.3333333333333333,0.0,-59.71084888964799,-36.707137183705086
True,True,True,False,True,True,False,40,60,-32.853304662097656,0.6666666666666666,-9.794757757295503,-48.2187488027439,-40.54640742625356
True,False,True,False,True,True,False,40,60,-32.853304662097656,0.6666666666666666,-9.794757757295503,-48.2187488027439,-40.54640742625356
True,True,True,False,True,False,True,40,60,-34.22276214978457,1.3333333333333333,-34.261717566783965,-26.048762026940242,-42.3578068556295
False,True,True,False,True,False,False,40,60,-34.23286239336392,5.833333333333333,-38.82894630661576,-36.981851518468254,-26.88778935500774
False,True,True,False,False,True,True,40,60,-34.60088190557345,1.1666666666666667,-44.50153780443645,-48.05689441830712,-11.244213493976785
False,True,False,False,False,False,False,20,80,-34.612848339621266,21.833333333333332,-14.064082219615926,-28.218578800968253,-61.555883998279626
False,False,True,False,False,True,True,40,60,-34.90863839295524,1.5,-23.231441984539448,-48.05689441830712,-33.43757877601914
True,True,False,False,True,False,False,30,70,-34.93735566775313,4.5,-50.705359988728425,3.074657664989644,-57.18136467952062
False,True,False,False,False,True,True,40,60,-35.16121289126411,6.0,-27.102993534918685,-31.355869347150723,-47.02477579172292
False,True,False,False,True,False,False,30,70,-35.19930831976617,9.0,-40.31616638958948,-9.310650713507806,-55.97110785620124
False,False,False,False,False,False,True,30,70,-35.290948248549284,37.833333333333336,-18.217377675324308,-23.870712766696556,-63.78475430362699
True,True,False,False,True,False,True,30,70,-35.6267729989502,1.3333333333333333,-31.50209942937109,-28.932753788163033,-46.44546577931648
True,False,False,False,True,False,True,30,70,-35.82646229153221,1.8333333333333333,-31.50209942937109,-35.84431980021494,-40.13296764501062
False,False,True,False,False,True,True,30,70,-35.86506760558816,0.5,-23.231441984539448,-59.35878239001819,-25.004978442206827
False,False,True,False,True,False,False,40,60,-36.9435736268275,8.0,-42.66331098310553,-37.90068920831698,-30.26672068905998
True,True,True,False,False,True,True,40,60,-37.260844146616705,0.5,-48.57082316508059,-19.778024815872886,-43.43368445889666
False,False,False,False,False,False,True,20,80,-37.585640427540845,24.5,-27.42995845992332,-42.52066144558736,-42.80630137711186
True,False,False,False,False,True,False,30,70,-38.40092574568021,0.8333333333333334,-2.5314178447518487,-59.71084888964799,-52.96051050264079
False,False,False,False,False,False,False,40,60,-39.9494158850803,167.33333333333334,-39.257468108240786,-39.18278056509613,-41.40799898190398
False,True,False,False,False,False,False,30,70,-41.052726409088656,48.166666666666664,-33.46714579466573,-37.330722749041314,-52.36031068355892
False,False,False,False,False,False,True,40,60,-42.72951530785109,45.666666666666664,-30.419394495151696,-28.069756017665824,-69.69939541073573
False,False,False,False,True,False,False,40,60,-42.804761232535185,33.333333333333336,-37.02657044983893,-41.364853352576795,-50.02285989518983
False,False,True,False,True,True,False,40,60,-43.91946294702676,1.0,-30.953033837255894,-60.25894757757082,-40.54640742625356
True,False,True,False,True,False,True,40,60,-44.35678074230183,2.1666666666666665,-34.261717566783965,-57.83144340440527,-40.977181255716275
False,False,True,False,True,False,True,40,60,-44.639003509916584,2.8333333333333335,-34.261717566783965,-55.14118750413146,-44.51410545883432
False,True,True,False,True,True,False,40,60,-44.92523466095197,1.0,-33.97034897903154,-60.25894757757082,-40.54640742625356
False,True,True,False,True,False,True,40,60,-45.58271553354334,2.3333333333333335,-34.261717566783965,-50.3182670181888,-52.16816201565726
False,True,False,False,False,False,False,40,60,-45.641456206107705,78.5,-33.26415059025708,-37.23188042501744,-66.4283376030486
False,True,False,False,True,False,False,40,60,-49.3596479002185,23.166666666666668,-47.047512945323845,-43.674239996396636,-57.35719075893502
