SMA_200,VWAP,Fib_50,Bullish_Engulfing,Daily_Pivots,MACD,Vol_SMA,Stoch_Buy,Stoch_Sell,Avg_Overall_%,Avg_Bull_%,Avg_Bear_%,SPXL,SPXS
True,False,True,True,True,False,False,20,80,-2.5661544431398617,0.0,-5.1323088862797235,0.0,-5.1323088862797235
False,False,False,True,True,False,False,20,80,-2.5661544431398617,0.0,-5.1323088862797235,0.0,-5.1323088862797235
True,False,False,True,True,False,False,20,80,-2.5661544431398617,0.0,-5.1323088862797235,0.0,-5.1323088862797235
False,False,True,True,True,False,False,20,80,-2.5661544431398617,0.0,-5.1323088862797235,0.0,-5.1323088862797235
True,False,True,True,True,False,False,40,60,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
True,False,False,True,True,False,False,30,70,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
True,False,True,True,True,False,False,30,70,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
False,False,True,True,True,False,False,40,60,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
False,False,False,True,True,False,False,40,60,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
False,False,False,True,True,False,False,30,70,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
False,False,True,True,True,False,False,30,70,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
True,False,False,True,True,False,False,40,60,-3.827030072969728,0.0,-7.654060145939456,0.0,-7.654060145939456
False,True,False,False,True,False,False,30,70,-4.041306605302081,-4.56584887457524,-3.5167643360289214,-4.56584887457524,-3.5167643360289214
False,False,True,False,False,False,True,40,60,-4.064435973988473,3.069049747192265,-11.19792169516921,3.069049747192265,-11.19792169516921
False,True,False,False,False,False,True,40,60,-4.126161910645726,-2.7929732802138396,-5.459350541077612,-2.7929732802138396,-5.459350541077612
False,True,False,False,False,False,False,20,80,-4.849621891529515,0.0,-9.69924378305903,0.0,-9.69924378305903
True,False,False,False,False,False,False,30,70,-4.891597072552257,1.0322817760661351,-10.815475921170648,1.0322817760661351,-10.815475921170648
False,False,False,False,True,False,False,20,80,-5.03251737746681,14.263435487694998,-24.32847024262862,14.263435487694998,-24.32847024262862
False,False,True,False,False,False,False,30,70,-5.097339183673782,2.225832742122935,-12.4205111094705,2.225832742122935,-12.4205111094705
True,False,True,False,False,False,False,30,70,-5.097339183673782,2.225832742122935,-12.4205111094705,2.225832742122935,-12.4205111094705
True,False,False,False,True,False,False,30,70,-5.456951173270163,2.002920205968972,-12.916822552509299,2.002920205968972,-12.916822552509299
False,False,False,False,False,True,False,30,70,-5.654414055262419,6.361020370808701,-17.66984848133354,6.361020370808701,-17.66984848133354
False,True,True,False,False,False,True,30,70,-5.824702825353273,-5.4517150676890225,-6.197690583017524,-5.4517150676890225,-6.197690583017524
True,True,False,False,False,False,True,30,70,-5.824702825353273,-5.4517150676890225,-6.197690583017524,-5.4517150676890225,-6.197690583017524
True,True,True,False,False,False,True,30,70,-5.824702825353273,-5.4517150676890225,-6.197690583017524,-5.4517150676890225,-6.197690583017524
True,True,True,False,False,False,True,40,60,-5.824702825353273,-5.4517150676890225,-6.197690583017524,-5.4517150676890225,-6.197690583017524
True,True,False,False,False,False,True,40,60,-5.824702825353273,-5.4517150676890225,-6.197690583017524,-5.4517150676890225,-6.197690583017524
True,False,False,False,True,False,False,40,60,-6.479658012320909,-0.04249347213252097,-12.916822552509299,-0.04249347213252097,-12.916822552509299
True,False,True,True,False,False,False,40,60,-6.601783141560014,-5.549506137180571,-7.654060145939456,-5.549506137180571,-7.654060145939456
False,False,True,True,False,False,False,30,70,-6.601783141560014,-5.549506137180571,-7.654060145939456,-5.549506137180571,-7.654060145939456
True,False,False,True,False,False,False,40,60,-6.601783141560014,-5.549506137180571,-7.654060145939456,-5.549506137180571,-7.654060145939456
True,False,False,True,False,False,False,30,70,-6.601783141560014,-5.549506137180571,-7.654060145939456,-5.549506137180571,-7.654060145939456
True,False,True,True,False,False,False,30,70,-6.601783141560014,-5.549506137180571,-7.654060145939456,-5.549506137180571,-7.654060145939456
True,True,True,False,False,False,False,30,70,-6.665736586532417,-7.133782590047311,-6.197690583017524,-7.133782590047311,-6.197690583017524
False,True,True,False,False,False,False,30,70,-6.665736586532417,-7.133782590047311,-6.197690583017524,-7.133782590047311,-6.197690583017524
False,False,False,False,True,False,True,20,80,-6.7939190936150915,0.0,-13.587838187230183,0.0,-13.587838187230183
False,True,False,False,True,True,True,40,60,-6.892864424988716,-0.8191886423256522,-12.966540207651779,-0.8191886423256522,-12.966540207651779
False,False,False,False,True,True,False,40,60,-6.892864424988716,-0.8191886423256522,-12.966540207651779,-0.8191886423256522,-12.966540207651779
False,False,False,False,True,True,True,40,60,-6.892864424988716,-0.8191886423256522,-12.966540207651779,-0.8191886423256522,-12.966540207651779
False,True,False,False,True,True,False,40,60,-6.892864424988716,-0.8191886423256522,-12.966540207651779,-0.8191886423256522,-12.966540207651779
False,False,False,False,True,False,True,40,60,-7.588128930833593,-1.057788595839626,-14.11846926582756,-1.057788595839626,-14.11846926582756
False,True,False,False,True,False,True,40,60,-7.588128930833593,-1.057788595839626,-14.11846926582756,-1.057788595839626,-14.11846926582756
False,True,False,False,True,False,False,40,60,-7.61978011215777,-3.722255842844313,-11.517304381471227,-3.722255842844313,-11.517304381471227
False,False,True,False,True,False,False,30,70,-7.776355756073088,-2.6358889596368784,-12.916822552509299,-2.6358889596368784,-12.916822552509299
True,False,True,False,True,False,False,30,70,-7.776355756073088,-2.6358889596368784,-12.916822552509299,-2.6358889596368784,-12.916822552509299
True,False,False,False,False,False,False,40,60,-8.190272423226846,-2.456036132669326,-13.924508713784366,-2.456036132669326,-13.924508713784366
False,False,True,False,False,False,False,40,60,-8.388642955769509,-1.303694621023499,-15.47359129051552,-1.303694621023499,-15.47359129051552
True,False,True,False,False,False,False,40,60,-8.388642955769509,-1.303694621023499,-15.47359129051552,-1.303694621023499,-15.47359129051552
True,False,True,False,True,False,False,40,60,-8.752552731983265,-4.588282911457231,-12.916822552509299,-4.588282911457231,-12.916822552509299
False,False,True,False,True,False,False,40,60,-8.752552731983265,-4.588282911457231,-12.916822552509299,-4.588282911457231,-12.916822552509299
False,False,False,False,False,True,True,20,80,-8.844378341313247,0.0,-17.688756682626494,0.0,-17.688756682626494
False,False,False,False,True,False,True,30,70,-8.920850234118122,-3.4935947165834813,-14.348105751652762,-3.4935947165834813,-14.348105751652762
False,False,False,False,False,True,False,20,80,-9.258570934152106,0.0,-18.51714186830421,0.0,-18.51714186830421
False,True,False,False,False,True,False,30,70,-10.49855173218503,3.3371751142239114,-24.33427857859397,3.3371751142239114,-24.33427857859397
False,False,False,False,True,False,False,40,60,-11.126394891573167,1.5172367356792948,-23.770026518825627,1.5172367356792948,-23.770026518825627
False,False,False,False,False,False,False,40,60,-13.261663644558835,-3.006650927938026,-23.516676361179645,-3.006650927938026,-23.516676361179645
False,False,False,False,False,False,True,20,80,-13.26845289129519,-2.6197796226801073,-23.917126159910275,-2.6197796226801073,-23.917126159910275
False,False,False,False,False,False,False,30,70,-13.549577906480891,-3.5774511952521237,-23.52170461770966,-3.5774511952521237,-23.52170461770966
False,False,False,False,True,False,False,30,70,-13.825727408917732,-1.4426247355454391,-26.208830082290024,-1.4426247355454391,-26.208830082290024
False,False,False,False,False,False,True,40,60,-15.656078136647817,-7.560922947642412,-23.75123332565322,-7.560922947642412,-23.75123332565322
False,False,False,False,False,False,True,30,70,-15.672061947391919,-5.334712901166383,-26.009410993617454,-5.334712901166383,-26.009410993617454
False,True,False,False,False,False,False,40,60,-17.570260149823213,-9.757838770683236,-25.38268152896319,-9.757838770683236,-25.38268152896319
False,True,False,False,False,False,False,30,70,-17.630829721687785,-12.808158154771354,-22.453501288604215,-12.808158154771354,-22.453501288604215
